y_true,y_pred,correct,logit_margin,aupnn_prob,aupnn_logit,mc_prob,mc_logit,mc_prob_top1,mc_logit_top1,aupnn_prob_top1,aupnn_logit_top1,mc_prob_top1_true,mc_logit_top1_true,aupnn_prob_top1_true,aupnn_logit_top1_true,conf_top1
2,2,1,20.338855743408203,2.8790097042485918e-11,0.03247048333287239,2.2067639382505888e-11,0.03340314328670502,0.0,0.010773132555186749,1.5910212383674072e-11,0.011469060555100441,0.0,0.010773132555186749,1.5910212383674072e-11,0.011469060555100441,1.0
5,5,1,5.43077278137207,8.434226037934422e-05,0.03210718184709549,7.87073586252518e-05,0.03579917550086975,5.6642034905962646e-05,0.011727860197424889,6.068378934287466e-05,0.01071468461304903,5.6642034905962646e-05,0.011727860197424889,6.068378934287466e-05,0.01071468461304903,0.9953863024711609
8,8,1,20.015541076660156,2.7212201242354794e-11,0.028946861624717712,2.9250844801875786e-11,0.035596445202827454,0.0,0.01132343802601099,1.2848615400795627e-11,0.00985098909586668,0.0,0.01132343802601099,1.2848615400795627e-11,0.00985098909586668,1.0
8,8,1,23.08708953857422,1.138481778469036e-12,0.025765782222151756,9.092125381575389e-13,0.028843164443969727,0.0,0.007765007205307484,6.174509688261498e-13,0.007373399566859007,0.0,0.007765007205307484,6.174509688261498e-13,0.007373399566859007,1.0
2,2,1,17.62997055053711,4.70839367494591e-10,0.03661787137389183,4.4527787013137754e-10,0.037119608372449875,0.0,0.014099703170359135,2.721459169130469e-10,0.012300658971071243,0.0,0.014099703170359135,2.721459169130469e-10,0.012300658971071243,1.0
7,7,1,2.741055488586426,0.0010620123939588666,0.028401896357536316,0.0009014825336635113,0.02584669552743435,0.0006626173271797597,0.005452853161841631,0.0007962201489135623,0.007711342535912991,0.0006626173271797597,0.005452853161841631,0.0007962201489135623,0.007711342535912991,0.9173903465270996
3,3,1,31.636823654174805,2.514614768480219e-16,0.030346855521202087,2.4369992866387356e-16,0.033053942024707794,0.0,0.012011326849460602,1.3371671063451231e-16,0.00910219457000494,0.0,0.012011326849460602,1.3371671063451231e-16,0.00910219457000494,1.0
9,9,1,18.328767776489258,1.6654844170460592e-10,0.032063085585832596,1.0573349140674537e-10,0.03009042888879776,0.0,0.007451208774000406,9.823399038655367e-11,0.008321290835738182,0.0,0.007451208774000406,9.823399038655367e-11,0.008321290835738182,1.0
9,9,1,9.20473861694336,1.9621531919256086e-06,0.030469581484794617,1.291600938202464e-06,0.0259554460644722,8.831751188154158e-07,0.006878880318254232,1.4092024684941862e-06,0.00703559722751379,8.831751188154158e-07,0.006878880318254232,1.4092024684941862e-06,0.00703559722751379,0.999887228012085
2,2,1,11.96780014038086,1.078085887229463e-07,0.03125561401247978,1.0009889450657283e-07,0.02680591307580471,7.77149509190167e-08,0.007685437798500061,7.688709047215525e-08,0.008631927892565727,7.77149509190167e-08,0.007685437798500061,7.688709047215525e-08,0.008631927892565727,0.9999934434890747
6,6,1,22.04189682006836,4.590407047533329e-12,0.0285338182002306,2.964689908499518e-12,0.03488098457455635,0.0,0.01545632816851139,2.700532722790805e-12,0.009520292282104492,0.0,0.01545632816851139,2.700532722790805e-12,0.009520292282104492,1.0
1,1,1,5.89565372467041,5.22796981385909e-05,0.03389691933989525,4.276493200450204e-05,0.02916835993528366,3.027119964826852e-05,0.008333535864949226,3.7007732316851616e-05,0.010944313369691372,3.027119964826852e-05,0.008333535864949226,3.7007732316851616e-05,0.010944313369691372,0.997247040271759
