y_true,y_pred,correct,logit_margin,aupnn_prob,aupnn_logit,mc_prob,mc_logit,mc_prob_top1,mc_logit_top1,aupnn_prob_top1,aupnn_logit_top1,mc_prob_top1_true,mc_logit_top1_true,aupnn_prob_top1_true,aupnn_logit_top1_true,conf_top1
2,2,1,9.872392654418945,7.968199611241289e-07,0.020803509280085564,6.56988504488254e-07,0.018271181732416153,4.7366009425786615e-07,0.00588645227253437,5.869009669368097e-07,0.00713895121589303,4.7366009425786615e-07,0.00588645227253437,5.869009669368097e-07,0.00713895121589303,0.9999382495880127
5,5,1,4.800056457519531,9.465972107136622e-05,0.017434634268283844,8.102315769065171e-05,0.01596241444349289,5.754700396209955e-05,0.003993351012468338,6.733710324624553e-05,0.006978518329560757,5.754700396209955e-05,0.003993351012468338,6.733710324624553e-05,0.006978518329560757,0.9917009472846985
8,8,1,12.711767196655273,4.1533649408620477e-08,0.01730635203421116,5.083355958390712e-08,0.015428232029080391,4.61695606190915e-08,0.0037017245776951313,3.25674562873246e-08,0.004785797093063593,4.61695606190915e-08,0.0037017245776951313,3.25674562873246e-08,0.004785797093063593,0.9999943971633911
8,8,1,11.895231246948242,8.235649318066862e-08,0.018172236159443855,1.019745923258597e-07,0.017917482182383537,9.03949199937415e-08,0.004084022715687752,6.158089860264226e-08,0.004983962047845125,9.03949199937415e-08,0.004084022715687752,6.158089860264226e-08,0.004983962047845125,0.9999908208847046
2,2,1,10.565597534179688,3.941772490634321e-07,0.022360026836395264,2.5069743969652336e-07,0.02294224314391613,1.8322975847695488e-07,0.009087296202778816,2.7862546403412125e-07,0.007520652841776609,1.8322975847695488e-07,0.009087296202778816,2.7862546403412125e-07,0.007520652841776609,0.999974250793457
7,7,1,6.486401557922363,2.6742502086563036e-05,0.02131023444235325,2.1752153770648874e-05,0.019283352419734,1.5676734619773924e-05,0.009544633328914642,1.9255625375080854e-05,0.00904665607959032,1.5676734619773924e-05,0.009544633328914642,1.9255625375080854e-05,0.00904665607959032,0.998374342918396
3,3,1,12.401813507080078,5.552902848648955e-08,0.020905781537294388,8.829740494320504e-08,0.021534455940127373,8.323335976001545e-08,0.0072136083617806435,3.9425241737944816e-08,0.00706088962033391,8.323335976001545e-08,0.0072136083617806435,3.9425241737944816e-08,0.00706088962033391,0.9999958276748657
9,9,1,4.127325057983398,0.00023398868506774306,0.020812327042222023,0.00015702962991781533,0.02287355065345764,0.00011431407619966194,0.006329483352601528,0.00017011299496516585,0.006124911829829216,0.00011431407619966194,0.006329483352601528,0.00017011299496516585,0.006124911829829216,0.9814577698707581
9,9,1,3.9441070556640625,0.00025385688059031963,0.01910359039902687,0.00023429117572959512,0.019146699458360672,0.00016799730656202883,0.005252907518297434,0.00018305426056031138,0.0060146828182041645,0.00016799730656202883,0.005252907518297434,0.00018305426056031138,0.0060146828182041645,0.9790239334106445
2,2,1,9.689396858215332,8.237752808781806e-07,0.01941302791237831,7.983521186361031e-07,0.020453400909900665,5.883977678422525e-07,0.0071442024782299995,5.991687999085116e-07,0.006376163102686405,5.883977678422525e-07,0.0071442024782299995,5.991687999085116e-07,0.006376163102686405,0.9999305009841919
6,6,1,13.763047218322754,2.394272868855296e-08,0.02025081031024456,1.0385910798049736e-07,0.019256537780165672,1.0323827126512697e-07,0.006559240166097879,1.933223181538324e-08,0.007049242500215769,1.0323827126512697e-07,0.006559240166097879,1.933223181538324e-08,0.007049242500215769,0.999997615814209
1,1,1,2.4954347610473633,0.0011317682219669223,0.02288675121963024,0.0005388539284467697,0.019189707934856415,0.0003808358742389828,0.006032995413988829,0.0008018037187866867,0.007469567004591227,0.0003808358742389828,0.006032995413988829,0.0008018037187866867,0.007469567004591227,0.9231228828430176
2,2,1,4.0612287521362305,0.00019800545123871416,0.019261004403233528,0.00014751625712960958,0.018007948994636536,0.00010482073412276804,0.006940421648323536,0.00014294436550699174,0.006386840250343084,0.00010482073412276804,0.006940421648323536,0.00014294436550699174,0.006386840250343084,0.9818218350410461
8,8,1,6.491266250610352,1.4297695088316686e-05,0.01626439020037651,1.5577918020426296e-05,0.017549430951476097,1.1050763532693963e-05,0.003841398749500513,1.0152533832297195e-05,0.004552139900624752,1.1050763532693963e-05,0.003841398749500513,1.0152533832297195e-05,0.004552139900624752,0.9984582662582397
6,6,1,11.737630844116211,1.1336541660966759e-07,0.01838519051671028,1.1717025216739785e-07,0.01743592508137226,8.739756651721109e-08,0.005701867863535881,8.06576068157483e-08,0.006451786030083895,8.739756651721109e-08,0.005701867863535881,8.06576068157483e-08,0.006451786030083895,0.999991774559021
3,3,1,10.548905372619629,3.43356475696055e-07,0.01854742132127285,3.616853234689188e-07,0.020208334550261497,2.846082622909307e-07,0.007870751433074474,2.519620068142103e-07,0.006853912025690079,2.846082622909307e-07,0.007870751433074474,2.519620068142103e-07,0.006853912025690079,0.9999701976776123
9,9,1,7.138867378234863,1.3814822523272596e-05,0.019972098991274834,1.4024400115886237e-05,0.019687164574861526,1.0525520337978378e-05,0.005151054821908474,1.0730926078394987e-05,0.006345128640532494,1.0525520337978378e-05,0.005151054821908474,1.0730926078394987e-05,0.006345128640532494,0.9986553192138672
7,7,1,10.59395694732666,3.6635384503824753e-07,0.01959085650742054,3.0170980380717083e-07,0.018442926928400993,2.190014498637538e-07,0.00875233393162489,2.597566606254986e-07,0.008409854955971241,2.190014498637538e-07,0.00875233393162489,2.597566606254986e-07,0.008409854955971241,0.9999747276306152
4,4,1,7.698148727416992,7.554017884103814e-06,0.021901585161685944,6.249833859328646e-06,0.021742042154073715,4.4295516090642195e-06,0.008618364110589027,5.355454959499184e-06,0.008398997597396374,4.4295516090642195e-06,0.008618364110589027,5.355454959499184e-06,0.008398997597396374,0.9995418787002563
5,5,1,5.243825435638428,9.827760368352756e-05,0.018702903762459755,9.043498721439391e-05,0.018896332010626793,7.262892904691398e-05,0.008782966993749142,8.031608012970537e-05,0.007042393088340759,7.262892904691398e-05,0.008782966993749142,8.031608012970537e-05,0.007042393088340759,0.9896901845932007
9,9,1,8.086414337158203,4.739236374007305e-06,0.019194645807147026,2.6825237000593916e-06,0.01673259399831295,1.7648411585469148e-06,0.004001271445304155,3.590319465729408e-06,0.005663386080414057,1.7648411585469148e-06,0.004001271445304155,3.590319465729408e-06,0.005663386080414057,0.9995290040969849
2,2,1,6.08067512512207,3.5314962588017806e-05,0.020439382642507553,2.1307057977537625e-05,0.018272897228598595,1.4867769095872063e-05,0.0062237936072051525,2.6524212444201112e-05,0.0063597653061151505,1.4867769095872063e-05,0.0062237936072051525,2.6524212444201112e-05,0.0063597653061151505,0.9968626499176025
6,6,1,6.390301704406738,2.2390206140698865e-05,0.019300971180200577,3.117775486316532e-05,0.019322730600833893,2.2052172425901517e-05,0.006858025677502155,1.5842291759327054e-05,0.0072805085219442844,2.2052172425901517e-05,0.006858025677502155,1.5842291759327054e-05,0.0072805085219442844,0.9983214735984802
0,0,1,10.98351764678955,2.1825485418958124e-07,0.018732909113168716,2.3033193485844095e-07,0.01728326827287674,1.8128045553567063e-07,0.0055985176004469395,1.6306135819377232e-07,0.005800739396363497,1.8128045553567063e-07,0.0055985176004469395,1.6306135819377232e-07,0.005800739396363497,0.9999785423278809
4,4,1,7.201420783996582,1.0421708793728612e-05,0.01847006380558014,5.3430007938004564e-06,0.015738673508167267,4.010046268376755e-06,0.007428991142660379,7.739136890450027e-06,0.0072351982817053795,4.010046268376755e-06,0.007428991142660379,7.739136890450027e-06,0.0072351982817053795,0.9991150498390198
2,2,1,10.656888961791992,4.0516533772461116e-07,0.01948760822415352,2.7017577508559043e-07,0.020913805812597275,1.80789839987483e-07,0.005424294620752335,3.0986828392087773e-07,0.006035192869603634,1.80789839987483e-07,0.005424294620752335,3.0986828392087773e-07,0.006035192869603634,0.9999603033065796
8,8,1,2.834811210632324,0.00048700152547098696,0.014506436884403229,0.000514054496306926,0.014774882234632969,0.0003747523296624422,0.005249236710369587,0.0003550121618900448,0.004607247654348612,0.0003747523296624422,0.005249236710369587,0.0003550121618900448,0.004607247654348612,0.937397301197052
4,4,1,3.276303768157959,0.0004919127677567303,0.018527254462242126,0.0005011952598579228,0.019257865846157074,0.000368037581210956,0.008025549352169037,0.0003616302565205842,0.007339698262512684,0.000368037581210956,0.008025549352169037,0.0003616302565205842,0.007339698262512684,0.9584095478057861
9,3,0,2.0968799591064453,0.0012668187264353037,0.018557129427790642,0.001224152627401054,0.01908227428793907,0.0008658332517370582,0.007246323861181736,0.0008963202708400786,0.0072690024971961975,0.0008653789409436285,0.006082066800445318,0.0008952298085205257,0.005625558085739613,0.8903949856758118
3,3,1,11.480106353759766,1.396951461174467e-07,0.021129688248038292,1.2914985347833863e-07,0.02220519818365574,9.794042910016287e-08,0.009333840571343899,9.921294008563564e-08,0.0072641074657440186,9.794042910016287e-08,0.009333840571343899,9.921294008563564e-08,0.0072641074657440186,0.9999895095825195
4,4,1,12.079611778259277,8.562856379512596e-08,0.01878085546195507,2.8015820774385247e-08,0.018033379688858986,0.0,0.008270409889519215,6.141446817764518e-08,0.008013897575438023,0.0,0.008270409889519215,6.141446817764518e-08,0.008013897575438023,0.9999940395355225
6,6,1,10.55717945098877,3.7035388800177316e-07,0.019727960228919983,1.935665352448268e-07,0.01695406809449196,1.3194051007303642e-07,0.00532296858727932,2.624374815241026e-07,0.0071397824212908745,1.3194051007303642e-07,0.00532296858727932,2.624374815241026e-07,0.0071397824212908745,0.9999737739562988
9,9,1,10.319324493408203,3.7320847923183464e-07,0.016493165865540504,4.170811962467269e-07,0.015476462431252003,3.377012092187215e-07,0.005156457424163818,2.858029120034189e-07,0.005537033546715975,3.377012092187215e-07,0.005156457424163818,2.858029120034189e-07,0.005537033546715975,0.9999563694000244
1,1,1,11.189894676208496,2.3033743445921573e-07,0.020203709602355957,1.6047880535552395e-07,0.017721470445394516,1.3058723880021716e-07,0.007158419117331505,1.664293449721299e-07,0.007019313983619213,1.3058723880021716e-07,0.007158419117331505,1.664293449721299e-07,0.007019313983619213,0.9999845027923584
