y_true,y_pred,correct,logit_margin,aupnn_prob,aupnn_logit,mc_prob,mc_logit,mc_prob_top1,mc_logit_top1,aupnn_prob_top1,aupnn_logit_top1,mc_prob_top1_true,mc_logit_top1_true,aupnn_prob_top1_true,aupnn_logit_top1_true,conf_top1
2,2,1,10.782166481018066,3.545860636222642e-07,0.024357445538043976,2.844316497885302e-07,0.02223321422934532,2.056144268181015e-07,0.007249607238918543,2.5064079522962857e-07,0.009543505497276783,2.056144268181015e-07,0.007249607238918543,2.5064079522962857e-07,0.009543505497276783,0.9999792575836182
5,5,1,11.737625122070312,1.262897200149382e-07,0.026161162182688713,1.9002985141014506e-07,0.027380434796214104,1.5019897148249584e-07,0.012451974675059319,9.127959543775432e-08,0.008572932332754135,1.5019897148249584e-07,0.012451974675059319,9.127959543775432e-08,0.008572932332754135,0.9999914169311523
8,8,1,15.903892517089844,1.6396506374860564e-09,0.021235140040516853,1.1931865495640182e-09,0.021632706746459007,0.0,0.006351026240736246,1.1457640392009694e-09,0.0074049304239451885,0.0,0.006351026240736246,1.1457640392009694e-09,0.0074049304239451885,0.9999998807907104
8,8,1,21.011079788208008,1.2743204061416158e-11,0.022306261584162712,7.658294137735666e-12,0.021192915737628937,0.0,0.005841761827468872,7.447590287534833e-12,0.006775806192308664,0.0,0.005841761827468872,7.447590287534833e-12,0.006775806192308664,1.0
2,2,1,11.417410850524902,2.199003432679092e-07,0.029786428436636925,2.3569414508983755e-07,0.028836816549301147,1.648583065616549e-07,0.008941679261624813,1.553651998165151e-07,0.010185036808252335,1.648583065616549e-07,0.008941679261624813,1.553651998165151e-07,0.010185036808252335,0.9999890327453613
7,7,1,0.6334562301635742,0.0042121149599552155,0.025865573436021805,0.0030086245387792587,0.027613259851932526,0.0021284499671310186,0.011496770195662975,0.002980181947350502,0.01017764862626791,0.0021284499671310186,0.011496770195662975,0.002980181947350502,0.01017764862626791,0.6525708436965942
3,3,1,23.78042221069336,6.117836814402422e-13,0.02401047945022583,6.048054852075824e-13,0.024142660200595856,0.0,0.008461777120828629,3.548792119542621e-13,0.007419114001095295,0.0,0.008461777120828629,3.548792119542621e-13,0.007419114001095295,1.0
9,9,1,9.779144287109375,8.433597145085514e-07,0.025545626878738403,6.751417345185473e-07,0.024048803374171257,4.714045473974693e-07,0.00784249696880579,6.017064606567146e-07,0.006711065769195557,4.714045473974693e-07,0.00784249696880579,6.017064606567146e-07,0.006711065769195557,0.9999408721923828
9,9,1,2.4059414863586426,0.0011893128976225853,0.02527361921966076,0.001444511697627604,0.024799484759569168,0.001019955612719059,0.00599178159609437,0.0008491055341437459,0.005985819268971682,0.001019955612719059,0.00599178159609437,0.0008491055341437459,0.005985819268971682,0.910519003868103
2,2,1,15.594968795776367,3.4686944427875233e-09,0.027359088882803917,2.097776397036455e-09,0.027640987187623978,0.0,0.007323967758566141,2.7083302267527642e-09,0.009723557159304619,0.0,0.007323967758566141,2.7083302267527642e-09,0.009723557159304619,0.9999997615814209
