y_true,y_pred,correct,logit_margin,aupnn_prob,aupnn_logit,mc_prob,mc_logit,mc_prob_top1,mc_logit_top1,aupnn_prob_top1,aupnn_logit_top1,mc_prob_top1_true,mc_logit_top1_true,aupnn_prob_top1_true,aupnn_logit_top1_true,conf_top1
2,2,1,13.834126472473145,1.663450355238183e-08,0.026494545862078667,1.507818225832125e-08,0.025666944682598114,0.0,0.010193860158324242,1.1669685662241136e-08,0.008972183801233768,0.0,0.010193860158324242,1.1669685662241136e-08,0.008972183801233768,0.9999990463256836
5,5,1,12.038817405700684,1.1182764581008087e-07,0.029212281107902527,1.386496535360493e-07,0.03180573880672455,1.0578774833902571e-07,0.012793635949492455,8.278983187892663e-08,0.010020997375249863,1.0578774833902571e-07,0.012793635949492455,8.278983187892663e-08,0.010020997375249863,0.999993085861206
8,8,1,20.428325653076172,2.3036163254719355e-11,0.024486523121595383,1.939903446213087e-11,0.026664400473237038,0.0,0.008626256138086319,1.2789037190374941e-11,0.008076713420450687,0.0,0.008626256138086319,1.2789037190374941e-11,0.008076713420450687,1.0
8,8,1,21.1145076751709,7.655934913808338e-12,0.022558648139238358,4.887670997100191e-12,0.02247275970876217,0.0,0.006042083725333214,4.370588960189714e-12,0.006357332691550255,0.0,0.006042083725333214,4.370588960189714e-12,0.006357332691550255,1.0
2,2,1,9.844414710998535,1.136406581281335e-06,0.032369572669267654,1.8106818515661871e-06,0.03572385385632515,1.279766024708806e-06,0.01375175267457962,8.0359006915387e-07,0.010329325683414936,1.279766024708806e-06,0.01375175267457962,8.0359006915387e-07,0.010329325683414936,0.9999469518661499
7,4,0,0.17984580993652344,0.004267595708370209,0.02552812360227108,0.0036544313188642263,0.024427615106105804,0.0025907030794769526,0.011282077059149742,0.0030189030803740025,0.009196517989039421,0.002577342325821519,0.006390086375176907,0.0030163454357534647,0.008001714013516903,0.5438375473022461
3,3,1,31.938114166259766,2.346403289578376e-16,0.028354188427329063,2.6833355259415993e-16,0.03011259250342846,0.0,0.007607203908264637,1.375429702154968e-16,0.008596379309892654,0.0,0.007607203908264637,1.375429702154968e-16,0.008596379309892654,1.0
9,9,1,11.917525291442871,1.1907994235116348e-07,0.029713787138462067,1.4005929926952376e-07,0.03144148737192154,1.0237434366899834e-07,0.01111481711268425,8.517603333757506e-08,0.008293135091662407,1.0237434366899834e-07,0.01111481711268425,8.517603333757506e-08,0.008293135091662407,0.9999929666519165
9,9,1,7.900785446166992,6.39500194665743e-06,0.030577870085835457,9.016630428959616e-06,0.033558089286088943,6.398843652277719e-06,0.008849556557834148,4.575306775222998e-06,0.007361005060374737,6.398843652277719e-06,0.008849556557834148,4.575306775222998e-06,0.007361005060374737,0.9996054768562317
2,2,1,11.20159912109375,2.0735912187319627e-07,0.027588604018092155,2.325097057109815e-07,0.029520303010940552,1.7068173008283338e-07,0.008048935793340206,1.4801423731114483e-07,0.008505360223352909,1.7068173008283338e-07,0.008048935793340206,1.4801423731114483e-07,0.008505360223352909,0.999985933303833
6,6,1,19.469675064086914,7.151436387520249e-11,0.02591814659535885,4.5754199040626276e-11,0.02509920299053192,0.0,0.008300387300550938,4.05467326380915e-11,0.009305711835622787,0.0,0.008300387300550938,4.05467326380915e-11,0.009305711835622787,1.0
