y_true,y_pred,correct,logit_margin,aupnn_prob,aupnn_logit,mc_prob,mc_logit,mc_prob_top1,mc_logit_top1,aupnn_prob_top1,aupnn_logit_top1,mc_prob_top1_true,mc_logit_top1_true,aupnn_prob_top1_true,aupnn_logit_top1_true,conf_top1
2,2,1,14.151317596435547,1.1956145407054919e-08,0.023876653984189034,7.406188551328796e-09,0.02420159801840782,0.0,0.011185756884515285,8.456197519990383e-09,0.009594683535397053,0.0,0.011185756884515285,8.456197519990383e-09,0.009594683535397053,0.9999992847442627
5,5,1,7.164732933044434,1.6329971913364716e-05,0.025786714628338814,1.9629847884061746e-05,0.02502434141933918,1.5401101336465217e-05,0.009904571808874607,1.2553479791677091e-05,0.008443990722298622,1.5401101336465217e-05,0.009904571808874607,1.2553479791677091e-05,0.008443990722298622,0.9988136291503906
8,8,1,18.23782730102539,1.4338735754293452e-10,0.019569646567106247,1.1506769148628138e-10,0.017419584095478058,0.0,0.006636637728661299,7.999292200855379e-11,0.00688172597438097,0.0,0.006636637728661299,7.999292200855379e-11,0.00688172597438097,1.0
8,8,1,21.823101043701172,3.8148325644249415e-12,0.020215587690472603,2.5306321708301605e-12,0.01907159946858883,0.0,0.0056408727541565895,2.024112214643603e-12,0.0064592519775033,0.0,0.0056408727541565895,2.024112214643603e-12,0.0064592519775033,1.0
2,2,1,9.091564178466797,2.2788897240388906e-06,0.02962413616478443,2.108550461343839e-06,0.03225522115826607,1.493390755058499e-06,0.009774049744009972,1.6116223378048744e-06,0.010430888272821903,1.493390755058499e-06,0.009774049744009972,1.6116223378048744e-06,0.010430888272821903,0.9998873472213745
7,4,0,1.095534324645996,0.002992457477375865,0.024003194645047188,0.003204706823453307,0.024930281564593315,0.0022599734365940094,0.009835582226514816,0.0021711508743464947,0.007966756820678711,0.0021888073533773422,0.0063767447136342525,0.0019400910241529346,0.00804215483367443,0.6972416639328003
3,3,1,13.679638862609863,3.143910021208285e-08,0.02284983918070793,7.1590179118175e-08,0.02430553175508976,6.795975338036442e-08,0.007828191854059696,2.576150848199177e-08,0.00697645079344511,6.795975338036442e-08,0.007828191854059696,2.576150848199177e-08,0.00697645079344511,0.9999967813491821
9,9,1,9.213981628417969,1.4473587270913413e-06,0.025454271584749222,1.1110280411230633e-06,0.02479768730700016,7.954484999572742e-07,0.005312932655215263,1.0446211717862752e-06,0.0063504548743367195,7.954484999572742e-07,0.005312932655215263,1.0446211717862752e-06,0.0063504548743367195,0.9998894929885864
9,9,1,6.00947380065918,3.702693720697425e-05,0.02462971769273281,3.8883084926055744e-05,0.02390722744166851,2.757006041065324e-05,0.005469277501106262,2.6619614800438285e-05,0.005758433137089014,2.757006041065324e-05,0.005469277501106262,2.6619614800438285e-05,0.005758433137089014,0.9972634315490723
2,2,1,16.773181915283203,1.4338012999104421e-09,0.025808125734329224,8.540580465066228e-10,0.023912129923701286,0.0,0.01104650180786848,1.2230093604514991e-09,0.009525628760457039,0.0,0.01104650180786848,1.2230093604514991e-09,0.009525628760457039,0.9999998807907104
6,6,1,16.030574798583984,1.8699093384810794e-09,0.02222602441906929,9.756906393931786e-10,0.022625813260674477,0.0,0.006386992987245321,1.3112111396651471e-09,0.007796144112944603,0.0,0.006386992987245321,1.3112111396651471e-09,0.007796144112944603,0.9999998807907104
1,1,1,3.0360193252563477,0.000825504946988076,0.026014070957899094,0.0005637891008518636,0.02219431661069393,0.0004331782693043351,0.006213488522917032,0.0006326859584078193,0.008489502593874931,0.0004331782693043351,0.006213488522917032,0.0006326859584078193,0.008489502593874931,0.9328964948654175
